Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58),C4H6(99)
0.0,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3994030605323753e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,3.8754335955593042e-173,1.6124981456418603e-54,1.2751269503784175e-107,3.7154388033151776e-128,6.9958904631778901e-189,1.2961973869026919e-41,2.0580597210568311e-56,0.0,0.5,3.1912098336210162e-19,2.2110709310632856e-18,9.6371176800044352e-20,3.1961304364677131e-35,4.4570470604442649e-21,4.4570470604442649e-21,1.7965201959001444e-51
6.718328569490651e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,5.7799042593125074e-171,2.4368071976974673e-53,1.5937116620930516e-96,8.3587064312019978e-117,1.0433820136456536e-186,7.8290322168922471e-41,2.4433285008386659e-55,0.0,0.5,8.9353875341154113e-19,6.1909986069771874e-18,2.6983929503999374e-19,1.9304627836264959e-34,1.2479731769243941e-20,1.2479731769243941e-20,2.7149013200481814e-50
1.5356179587407203e-24,0.004023131612903226,0.0,0.0,0.010942917987096772,0.5,2.7810986436698137e-168,2.6214059854110516e-52,3.0735867768715185e-95,3.3076595448808626e-115,1.1699870974249642e-183,3.7693420011130106e-40,2.3988744108638308e-54,0.0,0.5,2.0423742935010462e-18,1.4150853958804942e-17,6.167755315193705e-19,9.2943473092480589e-34,2.852510118684329e-20,2.852510118684329e-20,2.9205669520753924e-49
3.2631881623240308e-24,0.004023131612903226,0.0,0.0,0.010942917987096769,0.5,8.9084518023260424e-166,2.4095237290734071e-51,5.2615252158214336e-94,1.1369034847234581e-113,7.7935663804755244e-181,1.6461706813663997e-39,2.121777250020727e-53,0.0,0.5,4.3400453736425622e-18,3.0070564662460252e-17,1.3106480044760369e-18,4.0590856543139409e-33,6.0615840022041968e-20,6.0615840022041968e-20,2.6845041983337744e-48
6.718328569490652e-24,0.004023131612903226,0.0,0.0,0.010942917987096762,0.5,2.5259939373332596e-163,2.0613982794139614e-50,8.6859562315101096e-93,3.7581818805372394e-112,4.5030523841665756e-178,6.8724385453578991e-39,1.7834816253122693e-52,0.0,0.49999999999999994,8.9353875337756129e-18,6.1909986069770053e-17,2.698392950381019e-18,1.6945883574151312e-32,1.2479731769243926e-19,1.2479731769243926e-19,2.2966498601999069e-47
1.3628609383823893e-23,0.004023131612903226,0.0,0.0,0.01094291798709675,0.5,6.793935275227886e-161,1.7044039609536146e-49,1.4110791358519398e-91,1.2217153383894924e-110,2.4451025572372364e-175,2.8076153879265577e-38,1.4622059898521623e-51,0.0,0.49999999999999989,1.8126071853441799e-17,1.2558882888438647e-16,5.473882842157583e-18,6.9229463706060985e-32,2.5316027303323344e-19,2.5316027303323344e-19,1.8989145172669513e-46
2.7449171012490376e-23,0.004023131612903226,0.0,0.0,0.010942917987096725,0.5,1.7820608039781155e-158,1.3859929950228231e-48,2.2747800154326516e-90,3.9400201541115401e-109,1.2887553046434506e-172,1.1348830297077554e-37,1.1841323208325743e-50,0.0,0.49999999999999972,3.6507440490374501e-17,2.529465145136063e-16,1.1024862625577114e-17,2.7983656113880796e-31,5.098861837148207e-19,5.098861837148207e-19,1.5441657490672581e-45
5.509029426982334e-23,0.004023131612903226,0.0,0.0,0.010942917987096677,0.5,4.6174702292375025e-156,1.1178535615303008e-47,3.6532899933330452e-89,1.2656909255564171e-107,6.6942933069742482e-170,4.5633147484854068e-37,9.5309270898962477e-50,0.0,0.49999999999999944,7.3270177754641217e-17,5.0766188577199437e-16,2.2126822191881781e-17,1.125210504679917e-30,1.0233380050779902e-18,1.0233380050779902e-18,1.2454256178686643e-44
1.1037254078448927e-22,0.004023131612903226,0.0,0.0,0.01094291798709658,0.5,1.1892011517955546e-153,8.9792077210564722e-47,5.8561774987943769e-88,4.0580260303098837e-106,3.4522134113913299e-167,1.8300933133827869e-36,7.6479687528179518e-49,0.0,0.49999999999999883,1.4679565224477999e-16,1.0170926282885637e-15,4.4330741322353545e-17,4.5125973864638285e-30,2.0502416478043101e-18,2.0502416478043101e-18,1.0003935854226562e-43
2.209370338138211e-22,0.004023131612903226,0.0,0.0,0.010942917987096384,0.49999999999999994,3.0535043575005119e-151,7.1979463913987414e-46,9.3786148602138765e-87,1.2998187470567439e-104,1.7738903636352032e-164,7.3299189695640174e-36,6.1276817679464911e-48,0.0,0.49999999999999767,2.9384660107147861e-16,2.0359541133208748e-15,8.8738579574746765e-17,1.8073927128832284e-29,4.1040489332568707e-18,4.1040489332568707e-18,8.01939282603458e-43
4.420660198724848e-22,0.004023131612903226,0.0,0.0,0.010942917987095993,0.49999999999999983,7.8286983302736903e-149,5.7641949045131485e-45,1.5012768863072724e-85,4.1614207656053525e-103,9.0986249235465169e-162,2.9338778198360458e-35,4.9058713071988526e-47,0.0,0.49999999999999534,5.8794849811056078e-16,4.0736770833821899e-15,1.7755425604533198e-16,7.2342810528722684e-29,8.2116635041616828e-18,8.2116635041616828e-18,6.4220182745950019e-42
8.843239919898121e-22,0.004023131612903226,0.0,0.0,0.010942917987095211,0.49999999999999967,2.0056490576772213e-146,4.6136921813788964e-44,2.4026020797254645e-84,1.3319749068587757e-101,4.6626748768555837e-159,1.1739332832155339e-34,3.9261880401944221e-46,0.0,0.49999999999999067,1.1761522897314638e-15,8.1491230234915871e-15,3.5518560884969758e-16,2.8946547298872501e-28,1.6426892645970053e-17,1.6426892645970053e-17,5.1402174966312835e-41
1.7688399362244672e-21,0.004023131612903226,0.0,0.0,0.010942917987093646,0.49999999999999933,5.1363871960344741e-144,3.6918884764613637e-43,3.8446122073869719e-83,4.2628338861176489e-100,2.3883607402738842e-156,4.6964975522925263e-34,3.141546957381368e-45,0.0,0.49999999999998135,2.352559863144225e-15,1.6300014903657457e-14,7.10448313911209e-16,1.1580503805464759e-27,3.2857350929581786e-17,3.2857350929581786e-17,4.1132154023865675e-40
3.537871824693777e-21,0.004023131612903226,0.0,0.0,0.010942917987090517,0.49999999999999861,1.3151637289963505e-141,2.953884719362056e-42,6.1517490723558733e-82,1.3641913727584686e-98,1.2231167921697111e-153,1.8787519156812087e-33,2.5134762014743845e-44,0.0,0.49999999999996264,4.7053749706535698e-15,3.2601798663777479e-14,1.4209737218453537e-15,4.6325785261878425e-27,6.5718267496785209e-17,6.5718267496785209e-17,3.2909889348011919e-39
7.075935601632397e-21,0.004023131612903226,0.0,0.0,0.010942917987084258,0.49999999999999717,3.3671587690878157e-139,2.3632573598944957e-41,9.8431609472386324e-81,4.3655765660232945e-97,6.2631016902358353e-151,7.5153134630617967e-33,2.0108764204849522e-43,0.0,0.49999999999992528,9.4110050284075533e-15,6.5205366183170696e-14,2.8420245289581289e-15,1.8531068139373096e-26,1.31440100631112e-16,1.31440100631112e-16,2.6329578031670821e-38
1.4152063155509635e-20,0.004023131612903226,0.0,0.0,0.010942917987071742,0.49999999999999434,8.6205801226132111e-137,1.8906657234992955e-40,1.574977498841936e-79,1.3970477959319829e-95,3.2069738997859248e-148,3.0061865463173182e-32,1.6087393210968e-42,0.0,0.49999999999985051,1.8822264514856742e-14,1.3041250121856975e-13,5.6841261081616254e-15,7.4125780651746058e-26,2.6288376689944518e-16,2.6288376689944518e-16,2.1064329066938063e-37
2.830431826326411e-20,0.004023131612903226,0.0,0.0,0.01094291798704671,0.49999999999998868,2.207176382650394e-134,1.512556513391213e-39,2.5202950180960941e-78,4.4711281731754965e-94,1.6421931820637888e-145,1.2024868508034501e-31,1.2870067309120923e-41,0.0,0.49999999999970102,3.7644780971520318e-14,2.6082677127581838e-13,1.1368329126480406e-14,2.96506138807641e-25,5.2577109943483023e-16,5.2577109943483033e-16,1.6851729914183318e-36
5.660882847877306e-20,0.004023131612903226,0.0,0.0,0.010942917986996644,0.4999999999999773,5.6530614526310993e-132,1.2100547846116523e-38,4.0344880406316802e-77,1.4314597183113161e-92,8.4117628190481625e-143,4.8099718674687067e-31,1.0296114942998147e-40,0.0,0.49999999999940203,7.5289803819911118e-14,5.2165531133611764e-13,2.273673460276515e-14,1.1860305875411411e-24,1.0515457645004746e-15,1.0515457645004752e-15,1.3481490596290934e-35
1.1321784890979099e-19,0.004023131612903226,0.0,0.0,0.010942917986896516,0.49999999999995454,9.5703644375400876e-130,9.6804765724568767e-38,4.2574802493797768e-77,4.3582519259646823e-92,7.3529348819674138e-140,1.9239936395237353e-30,8.2369163914085442e-40,0.0,0.49999999999880401,1.5057980925696848e-13,1.0433123912399248e-12,4.5473543313923581e-14,4.7441344138719023e-24,2.1030950946112623e-15,2.1030950946112638e-15,1.0785235142976964e-34
