Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(77),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),H2OX(23),COX(50),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2192467651223754e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,1.2416430316765086e-65,2.8897367810926335e-36,2.6739046196307173e-89,1.7681578265248739e-54,8.8477579328738314e-133,5.4889784659455025e-20,-6.1793308399180155e-106,5.4889784659455013e-20,2.5176321309319287e-72,2.437655761500372e-71,5.9175143700269698e-113,6.8613444128722747e-114,9.3152509544238893e-53,1.1657757407024911e-85,2.9976818271489012e-18,8.8756031030454665e-20,3.553201542816416e-22,8.7653029318139115e-38,3.2456416223579114e-37,3.553201542808748e-22,3.7843388970761319e-34,8.7942617891533374e-43,1.043303558144823e-47,1.2813961181697407e-78,2.0592360949806413e-52,1.9089650285812916e-98,3.1838388985936256e-54,1.0421299735273383e-106,-7.8930113078363521e-110
1.7413890942342651e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996532,0.022821567693054285,0.0,2.7776128772238907e-64,1.7454010157860342e-35,2.9548512406269044e-87,2.6720401087749608e-53,3.1926481083629123e-130,1.5369139704647408e-19,1.1929282735660032e-104,1.5369139704647396e-19,7.1001254337789426e-71,7.6643797371895281e-70,1.1829854691816271e-110,1.3716689528600054e-111,1.1059065932881121e-51,6.0343909801307415e-84,8.3935091160169208e-18,2.4851688688527303e-19,9.9489643198984046e-22,5.2942429707053449e-37,1.960367539902207e-36,9.9489643198520883e-22,2.28574068870273e-33,1.0440547569793466e-41,1.2386582380455766e-46,7.7956566088630358e-77,2.4447250919688131e-51,1.7977331496988444e-96,3.7798535403252335e-53,2.0833487484597163e-104,7.9882416386200468e-108
3.9803179296783205e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996531,0.022821567693054285,0.0,5.4881896551106534e-63,8.4033545595086305e-35,2.6735470692262682e-85,2.8744588169479921e-52,1.1560763460435526e-127,3.5129462182051219e-19,1.2596063142235015e-102,3.5129462182051176e-19,1.5444323680591328e-69,1.7098809575840553e-68,2.1418501667812481e-108,2.4834703823387969e-109,1.0857856511822632e-50,2.6348512639867001e-82,1.9185163693752944e-17,5.6803859859490978e-19,2.2740489874112137e-21,2.5489500924060967e-36,9.4383258377872359e-36,2.2740489873889147e-21,1.1004857435728598e-32,1.0250591459940082e-40,1.216224214202548e-45,3.519623473189067e-75,2.400245592333602e-50,1.5712280532484426e-94,3.711082619936858e-52,3.7719997249211377e-102,1.6729978587880265e-105
8.458175600566431e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999988,0.11866996602996528,0.022821567693054285,0.0,9.7660176233133893e-62,3.6699657120819411e-34,2.0237147528257074e-83,2.6421228784266114e-51,3.5059940747312402e-125,7.4650107136858875e-19,9.9561381365046334e-101,7.4650107136858682e-19,2.8631173234860072e-68,3.2024177970735449e-67,3.2460137063054146e-106,3.7637454875652438e-107,9.6036511225997621e-50,9.8088906198992007e-81,4.0768472849224944e-17,1.2070820220141834e-18,4.8323540982738635e-21,1.1131934721694645e-35,4.1219648603639932e-35,4.8323540981764777e-21,4.8061103197522733e-32,9.0665319630017298e-40,1.0759183686424423e-44,1.3291639548628598e-73,2.1229900445319925e-49,1.1721848786768818e-92,3.2824105503399524e-51,5.7165356368519552e-100,2.6890472965961899e-103
1.741389094234265e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999982,0.11866996602996524,0.022821567693054285,0.0,1.6471879114387878e-60,1.5321384414201817e-33,1.4063881648542014e-81,2.2603917487388476e-50,9.7547307322079729e-123,1.5369139704647432e-18,7.0565581207873755e-99,1.5369139704647349e-18,4.9209671494337465e-67,5.5313803583847763e-66,4.5143492233867701e-104,5.2343776262442266e-105,8.0724474305972895e-49,3.3793115425310256e-79,8.3935091160168672e-17,2.4851688688527302e-18,9.9489643200787732e-21,4.6473636129096105e-35,1.7208391881466666e-34,9.9489643196722079e-21,2.0064564116487934e-31,7.6209662477879174e-39,9.0468009643155184e-44,4.6130222399147928e-72,1.7845010522247818e-48,8.085665381543843e-91,2.759063847093502e-50,7.9501938523096334e-98,3.8458419267758798e-101
3.532532162589509e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999971,0.11866996602996516,0.022821567693054285,0.0,2.7055161818205738e-59,6.2592854580364347e-33,9.3797072478253496e-80,1.8689356095461031e-49,2.6035084359488041e-120,3.1177397686570564e-18,4.7487401208868504e-97,3.1177397686570229e-18,8.1561421635190851e-66,9.1904711909318873e-65,6.0234087532386246e-102,6.9841287085544592e-103,6.6182801181420857e-48,1.1214702926686219e-77,1.7026832778205523e-16,5.0413425625298211e-18,2.0182184764007038e-20,1.8985996749403395e-34,7.0301895794593162e-34,2.0182184762346089e-20,8.1970288185705814e-31,6.2481282960368055e-38,7.422130157386244e-43,1.5373515445699824e-70,1.4630417777073006e-47,5.3697306492912753e-89,2.2620472365787821e-49,1.0607789709918355e-95,5.2020523000747123e-99
7.114818299299997e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.022821567693054282,0.0,4.3857624142983104e-58,2.5301032598031575e-32,6.1333923766376946e-78,1.519787399182866e-48,6.8112887921682268e-118,6.2793913650417027e-18,3.1158220872215665e-95,6.2793913650415671e-18,1.3280163171382448e-64,1.4982787585569908e-63,7.8786116997516664e-100,9.1352322927736588e-101,5.3596548266196653e-47,3.6541476717071673e-76,3.4293480102582457e-16,1.0153689949884001e-17,4.064862565313734e-20,7.6744434406314878e-34,2.8417150309807164e-33,4.0648625646423525e-20,3.3133698541304377e-30,5.0598958451563111e-37,6.0187580314536021e-42,5.0248470603007463e-69,1.1848091636382552e-46,3.5003024859263648e-87,1.8318644982833664e-48,1.3874976701224718e-93,6.8504628926256203e-97
1.4279390572720972e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999921,0.11866996602996463,0.022821567693054278,0.0,7.0631384410094748e-57,1.017343393210205e-31,3.9754920852735277e-76,1.2257635955158421e-47,1.7661363035009274e-115,1.2602694557811066e-17,2.0190063424621444e-93,1.2602694557810522e-17,2.1434236900060329e-63,2.419724193683794e-62,1.0214090173578411e-97,1.1843214255093691e-98,4.3139164781784091e-46,1.1799021401326102e-74,6.8826774751334837e-16,2.0378384724592344e-17,8.1581507436493066e-20,3.0858599496679311e-33,1.1426411155622581e-32,8.1581507409497077e-20,1.3322912417106918e-29,4.0726436646178493e-36,4.8574989188519681e-41,1.6282586117861476e-67,9.5363749117503541e-46,2.2607788788937346e-85,1.4744439145208608e-47,1.798797409621677e-91,8.9112233309503588e-95
2.8608535119562925e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999849,0.11866996602996392,0.022821567693054268,0.0,1.1337904048148052e-55,4.0800020266657802e-31,2.5705666752562546e-74,9.8459997979469631e-47,4.5680910218112901e-113,2.5249300943350103e-17,1.30018356553314e-91,2.5249300943347915e-17,3.4444243280343597e-62,3.8896359593614385e-61,1.3209184907251365e-95,1.5316019765447452e-96,3.4616462835932094e-45,3.7926899974221256e-73,1.3789336404883359e-15,4.0827774274008945e-17,1.6344727102358494e-19,1.2375678547620476e-32,4.582501931506168e-32,1.6344727091531895e-19,5.3430821255773574e-29,3.2680389111568137e-35,3.9188268672240371e-40,5.2639876365273055e-66,7.6523402901568334e-45,1.4535193077813913e-83,1.1831483804660528e-46,2.3262617801605857e-89,1.1544063003805343e-92
5.726682421324683e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999705,0.11866996602996252,0.022821567693054247,0.0,1.8170211503900582e-54,1.6341289299766918e-30,1.6665492175595049e-72,7.892787528243399e-46,1.1845975282652577e-110,5.0542513714429375e-17,8.346930089986402e-90,5.0542513714420618e-17,5.5230634208908079e-61,6.2379172977628717e-60,1.7127203583906798e-93,1.9858953480923204e-94,2.7735294680441933e-44,1.2163879734559896e-71,2.76026542643807e-15,8.172655337284182e-17,3.2717879827929038e-19,4.9567265105511618e-32,1.8353909924149093e-31,3.2717879784566162e-19,2.1400184769601243e-28,2.6184061527095217e-34,3.1734651904094826e-39,1.7064446120686211e-64,6.1311843229509758e-44,9.3237638965488685e-82,9.4795846435847637e-46,3.0162617423437621e-87,1.4981916537909658e-90
1.1458340240061464e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999422,0.1186699660299597,0.022821567693054205,0.0,2.9096013792153415e-53,6.5407743952383324e-30,1.0900433067683385e-70,6.3206313547541065e-45,3.0989333088389054e-108,1.0112893925659276e-16,5.3502918245398076e-88,1.011289392565577e-16,8.8465000154449358e-60,9.9922826171905385e-59,2.2403328074194506e-91,2.5976607785529794e-92,2.2205099755477098e-43,3.8968103315027135e-70,5.5229289983365781e-15,1.6352411157050634e-16,6.5464185311678927e-19,1.9839823418935146e-31,7.3463471325999024e-31,6.5464185138114323e-19,8.5656404692599436e-28,2.0963140910159641e-33,2.5945583935969646e-38,5.5814577432599729e-63,4.908675489611205e-43,5.9740143900955651e-80,7.5894316131552842e-45,3.9454369179119218e-85,1.9608440807654907e-88
2.2921655877535026e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999885,0.11866996602995408,0.022821567693054122,0.0,4.657257098095742e-52,2.6171617433650349e-29,7.2638834944736915e-69,5.0590668678103299e-44,8.2585757481969039e-106,2.0230179034093878e-16,3.4268312517184717e-86,2.0230179034079854e-16,1.416208323599792e-58,1.5996949954059085e-57,2.9854244110288035e-89,3.4615927916373338e-90,1.7770828010704718e-42,1.2476787435734797e-68,1.1048256142129752e-14,3.2711922796583032e-16,1.3095679640961437e-18,7.9385134439016721e-31,2.9394957558430432e-30,1.3095679571512904e-18,3.4273635211906239e-27,1.6776836889915311e-32,2.1626382635001746e-37,1.8602329565578639e-61,3.9284322523064238e-42,3.8255483424980048e-78,6.0738517216624829e-44,5.257613346633168e-83,2.6143016309062468e-86
4.584828715248215e-20,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679997712,0.11866996602994283,0.022821567693053959,0.0,7.4531273771793432e-51,1.0470351246460934e-28,5.012990824623539e-67,4.0482784577642461e-43,2.2788966230947094e-103,4.0464749250970805e-16,2.1940186170599861e-84,4.0464749250914688e-16,2.266548149472958e-57,2.5602559690170586e-56,4.1195667303329505e-87,4.7766282191863827e-88,1.4219361815670187e-41,3.9936914196008278e-67,2.2098910429700723e-14,6.5430946075645822e-16,2.6194201912723249e-18,3.175922158211601e-30,1.1759897082261307e-29,2.6194201634883222e-18,1.371161869656935e-26,1.342394334277499e-31,1.8683890801492895e-36,6.422334590010469e-60,3.1433426903434856e-41,2.4490484804445489e-76,4.8600039644197379e-43,7.2549446834310922e-81,3.6097360110230813e-84
