Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),H2OX(23),CH2X(27),CHX(28),CX(26),OCX(25),H2X(49),C2H4(47),COX(50),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2192467651223754e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,1.2445029849866453e-65,2.8897367813549904e-36,7.936187920127275e-89,1.7345582875206218e-54,2.6260274622952312e-132,5.488978465945501e-20,-6.061904960453501e-106,5.488978465945501e-20,2.4697906556333933e-72,7.235209299788054e-71,1.7563268979681624e-112,2.036457031619549e-113,8.20638278156809e-52,1.1441057042118902e-85,2.9976818271489012e-18,8.875603103045467e-20,3.553201542823865e-22,8.765302931981536e-38,3.2456416223579106e-37,3.5532015428013387e-22,3.1838388986545134e-54,1.1232301219563986e-33,7.747415201421148e-42,2.7279359149735796e-46,3.35047883700494e-77,2.0592360951675976e-52,2.3324623963263935e-76,3.0930569648562964e-106,-6.956633804288595e-109
1.7413890942342651e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,2.784117592880551e-64,1.7454010160975046e-35,8.769820744212176e-87,2.6212644854304214e-53,9.47558939546504e-130,1.5369139704647403e-19,1.1702596004226223e-104,1.5369139704647396e-19,6.965204818797658e-71,2.2748655607960465e-69,3.511030156762535e-110,4.071031457316199e-111,9.742617638256571e-51,5.925055982376087e-84,8.393509116016921e-18,2.4851688688527303e-19,9.94896431994339e-22,5.294242970904348e-37,1.9603675399022067e-36,9.94896431980734e-22,3.7798535404614355e-53,6.784309891411416e-33,9.197731266751896e-41,3.2386480105422395e-45,2.038286083677512e-75,2.4447250923870273e-51,1.418950690691653e-74,6.183254548304598e-104,7.040385922945404e-107
3.9803179296783205e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,0.0,5.501136584533677e-63,8.403354562566662e-35,7.934494140158987e-85,2.8198367183781566e-52,3.4309794831366874e-127,3.51294621820512e-19,1.2356705601032494e-102,3.5129462182051176e-19,1.5150841872658066e-69,5.075099925451377e-68,6.356537696367266e-108,7.370390958239457e-109,9.56535977013046e-50,2.589608059300816e-82,1.9185163693752944e-17,5.680385985949098e-19,2.274048987432872e-21,2.5489500926014805e-36,9.438325837787233e-36,2.2740489873673706e-21,3.711082620205973e-52,3.2663531268413586e-32,9.030386971613083e-40,3.1798138285767647e-44,9.202054344626384e-74,2.400245593159923e-50,6.40582160095585e-73,1.1194461131788857e-101,1.474405796176373e-104
8.458175600566431e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,0.0,9.78913338304708e-62,3.6699657147867363e-34,6.0052786746904774e-83,2.5919157592822323e-51,1.0403884368234742e-124,7.465010713685883e-19,9.766945946524687e-101,7.465010713685868e-19,2.8087107424150064e-68,9.505100487929826e-67,9.632400505472105e-106,1.116874641239752e-106,8.460452392348289e-49,9.659018400672928e-81,4.0768472849224944e-17,1.2070820220141834e-18,4.832354098368452e-21,1.1131934723422791e-35,4.1219648603639905e-35,4.8323540980823915e-21,3.282410550818827e-51,1.4265021848165181e-31,7.987274783014e-39,2.812669435669007e-43,3.4747153311975083e-72,2.1229900460023857e-49,2.4187162832294057e-71,1.6963563847866614e-99,2.3695853581614376e-102
1.741389094234265e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,0.0,1.6510930208420416e-60,1.5321384436937248e-33,4.1724772489222027e-81,2.2174385012696614e-50,2.894043716327198e-122,1.5369139704647407e-18,6.922465396633895e-99,1.536913970464735e-18,4.8274561375149536e-67,1.6417697340607375e-65,1.3393207975076692e-103,1.5529394094102136e-104,7.111520016133575e-48,3.34046858938226e-79,8.393509116016867e-17,2.48516886885273e-18,9.948964320473664e-21,4.647363614362223e-35,1.720839188146664e-34,9.948964319279415e-21,2.7590638479011945e-50,5.955365475999886e-31,6.713785341815813e-38,2.364487493278293e-42,1.2056753391318746e-70,1.7845010547048145e-48,8.391649922390849e-70,2.358669975165904e-97,3.388206524018587e-100
3.532532162589509e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,0.0,2.711935430205627e-59,6.259285476676314e-33,2.7815571297269514e-79,1.833421033904761e-49,7.720756052048673e-120,3.117739768657048e-18,4.6585018647569514e-97,3.117739768657023e-18,8.001154519039214e-66,2.7278249676411898e-64,1.786250923124145e-101,2.071153870499907e-102,5.830453768949301e-47,1.1170702349927623e-77,1.7026832778205523e-16,5.041342562529821e-18,2.01821847656203e-20,1.8985996761312784e-34,7.030189579459299e-34,2.0182184760741392e-20,2.2620472379054204e-49,2.4329608394435374e-30,5.504366225424895e-37,1.9389914244421821e-41,4.0163027149315225e-69,1.4630417817807617e-47,2.794769475926576e-68,3.145755989324229e-95,4.5810214874786387e-98
7.114818299299997e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,0.0,4.396172394603211e-58,2.5301032748982117e-32,1.817271436248372e-77,1.4909075360833565e-48,2.0181465937913922e-117,6.279391365041668e-18,3.0566134667461045e-95,6.279391365041567e-18,1.3027805970279464e-64,4.4470431639330447e-63,2.3343805860151712e-99,2.70670896417724e-100,4.721652626462497e-46,3.6951431821657655e-76,3.4293480102582457e-16,1.0153689949884001e-17,4.0648625659658395e-20,7.674443450276022e-34,2.8417150309807024e-33,4.0648625639937065e-20,1.831864500433905e-48,9.834414476274198e-30,4.457577463129277e-36,1.5709609786854212e-40,1.311575949102802e-67,1.1848091702415098e-46,9.122590999139717e-67,4.111063912919131e-93,6.027349503632027e-96
1.4279390572720972e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996463,0.022821567693054278,0.0,7.079906691420494e-57,1.0173434053600127e-31,1.1758519630275982e-75,1.202470939682624e-47,5.223898852371993e-115,1.2602694557810928e-17,1.980640037546313e-93,1.2602694557810522e-17,2.102693136007772e-63,7.181986585837736e-62,3.0211153810970946e-97,3.502976392380551e-98,3.800396807700778e-45,1.228872748944475e-74,6.882677475133484e-16,2.0378384724592344e-17,8.158150746271395e-20,3.085859957430693e-33,1.1426411155622474e-32,8.158150738341535e-20,1.4744439179842376e-47,3.954373011224774e-29,3.5878445063753394e-35,1.2655977867773305e-39,4.242586500913984e-66,9.536375018093695e-46,2.9482624509142256e-65,5.320468518814423e-91,7.826786516997796e-94
2.8608535119562925e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996392,0.022821567693054268,0.0,1.1364823465720743e-55,4.08000212416025e-31,7.57676816211499e-74,9.658900519227817e-47,1.3465032746919276e-112,2.5249300943349545e-17,1.2754767391764236e-91,2.5249300943347915e-17,3.378971421208481e-62,1.1544833670496117e-60,3.893524044169428e-95,4.5145322468009004e-96,3.0495790966325444e-44,4.179825681851743e-73,1.378933640488336e-15,4.0827774274008945e-17,1.6344727112874252e-19,1.2375678609911745e-32,4.5825019315060815e-32,1.6344727081071953e-19,1.1831483860255395e-46,1.5858790003149782e-28,2.8790166355540584e-34,1.0174108857970581e-38,1.3667960704613748e-64,7.652340460861303e-45,9.481161688656596e-64,6.856862280060256e-89,1.0103975397377896e-91
