Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58),C2H2X(98)
0.0,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3994019416676306e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,6.1528330282651648e-190,2.5600888944174058e-71,-1.0131673437964422e-115,-2.9521506461714039e-136,1.1107021903614348e-205,5.1647457980118805e-50,8.2004102517242914e-65,0.0,0.5,3.1912083455291504e-19,2.2110709545077879e-18,9.6371131861238659e-20,3.1961289799706267e-35,4.4570449820832254e-21,4.4570449820774047e-21,2.9088339284742463e-33
6.718325436669366e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,9.1764663023014845e-188,3.8688063333207803e-70,6.3501963640116866e-105,3.3305525861949363e-125,1.6565249169608299e-203,3.1195064620011362e-49,9.7355270508526807e-64,0.0,0.5,8.9353833674581882e-19,6.1909986726217915e-18,2.6983916921133779e-19,1.9304619039022548e-34,1.2479725949842453e-20,1.2479725949807313e-20,1.7569356927973384e-32
1.5356172426672837e-24,0.004023131612903226,0.0,0.0,0.010942917987096772,0.5,4.4154118898680669e-185,4.1618853093970372e-69,1.2246807273654416e-103,1.3179472377127091e-123,1.8575294133356593e-200,1.5019080780647957e-48,9.5583981894272052e-63,0.0,0.5,2.0423733411222526e-18,1.415085410884975e-17,6.1677524391101428e-19,9.2943430737545265e-34,2.8525087885398602e-20,2.8525087885229421e-20,8.4588890639865037e-32
3.263186640667978e-24,0.004023131612903226,0.0,0.0,0.010942917987096769,0.5,1.4143505516460798e-182,3.8254896290322045e-68,2.0964719710757575e-102,4.5300273105836679e-122,1.2373451654731091e-197,6.5592271635054807e-48,8.4542949531541562e-62,0.0,0.5,4.3400433498376253e-18,3.0070564981305467e-17,1.3106473933082798e-18,4.0590838045626379e-33,6.0615811756661697e-20,6.0615811755922838e-20,3.6942190891451308e-31
6.718325436669367e-24,0.004023131612903226,0.0,0.0,0.010942917987096762,0.5,4.0103948452625325e-180,3.2727869180697416e-67,3.4609477355689409e-101,1.4974592641962868e-120,7.1492688012459886e-195,2.7383482221332513e-47,7.106344317646424e-61,0.0,0.49999999999999994,8.9353833671183918e-18,6.1909986726216082e-17,2.6983916920944599e-18,1.6945875851803746e-32,1.2479725949979093e-19,1.2479725949670639e-19,1.5422637488615986e-30
1.3628603028672145e-23,0.004023131612903226,0.0,0.0,0.01094291798709675,0.5,1.0786392874461213e-177,2.7060035134166888e-66,5.6224910760401314e-100,4.8679627804255469e-119,3.8819658171503428e-192,1.1187045988557236e-46,5.8262104189042565e-60,0.0,0.49999999999999989,1.8126063401080004e-17,1.2558883021603409e-16,5.4738802896334225e-18,6.9229432157751434e-32,2.531601549884618e-19,2.5316015497586044e-19,6.3006506423015651e-30
2.74491582126777e-23,0.004023131612903226,0.0,0.0,0.010942917987096725,0.5,2.8292892377962217e-175,2.2004771170442984e-65,9.0639355444937209e-99,1.569913289940114e-117,2.0460916963001565e-189,4.5219828541482013e-46,4.7182162520288052e-59,0.0,0.49999999999999972,3.6507423466603559e-17,2.5294651719565715e-16,1.1024857484577747e-17,2.7983643361549658e-31,5.0988594597545301e-19,5.098859459245165e-19,2.5468237283001811e-29
5.50902685806888e-23,0.004023131612903226,0.0,0.0,0.010942917987096677,0.5,7.3309276493074629e-173,1.7747645128203079e-64,1.4556653736319684e-97,5.0431848732977537e-116,1.0628191320742492e-186,1.8182694173277883e-45,3.797630915321621e-58,0.0,0.49999999999999944,7.3270143588052e-17,5.0766189115485174e-16,2.2126811873932005e-17,1.1252099919142904e-30,1.0233375279880342e-18,1.0233375277832206e-18,1.0240666197678062e-28
1.10372489316711e-22,0.004023131612903226,0.0,0.0,0.01094291798709658,0.5,1.8880354733987365e-170,1.4255873727985758e-63,2.3334131172545257e-96,1.6169330950015922e-114,5.4809048362422371e-184,7.292073604982814e-45,3.0473596433482502e-57,0.0,0.49999999999999883,1.4679558379255421e-16,1.017092639073034e-15,4.4330720650502946e-17,4.5125953300443275e-30,2.0502406921675896e-18,2.0502406913461966e-18,4.1069651699062783e-28
