Time (s),Volume (m^3),Ne,N2,X(1),He(2),CH4(3),H2(4),C2H6(5),CH3(6),C3H8(7),H(8),C2H5(9),C4H8(10),C2H4(11),C2H4X(64),C2H4(48),HeX(49),C4H8a(86),HX(12),C2H3X(58),C2H2X(98)
0.0,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3994030605323753e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,6.1528574764677183e-190,2.5600932206950507e-71,-5.1202538964956845e-116,-1.491929412293172e-136,1.1107071216556622e-205,5.1647513666736882e-50,8.2004229173949908e-65,0.0,0.5,3.1912098336210162e-19,2.2110709310632856e-18,9.6371176800044352e-20,3.1961304364677131e-35,4.4570470604471741e-21,4.4570470604413549e-21,2.90883664131067e-33
6.718328569490651e-25,0.004023131612903226,0.0,0.0,0.010942917987096774,0.5,9.176502767462445e-188,3.8688128717580602e-70,6.3502091332098738e-105,3.3305606768952781e-125,1.6565322721078671e-203,3.1195098254728684e-49,9.7355420875369363e-64,0.0,0.5,8.9353875341154113e-19,6.1909986069771874e-18,2.6983929503999374e-19,1.9304627836264959e-34,1.2479731769261512e-20,1.2479731769226373e-20,1.756937331350538e-32
1.5356179587407203e-24,0.004023131612903226,0.0,0.0,0.010942917987096772,0.5,4.4154294355937339e-185,4.1618923431886667e-69,1.2246831899873566e-103,1.3179504393031711e-123,1.857537660875164e-200,1.5019096974316495e-48,9.558412952532971e-63,0.0,0.5,2.0423742935010462e-18,1.4150853958804942e-17,6.167755315193705e-19,9.2943473092480589e-34,2.8525101186927881e-20,2.8525101186758694e-20,8.458896952914819e-32
3.2631881623240308e-24,0.004023131612903226,0.0,0.0,0.010942917987096769,0.5,1.4143561719143626e-182,3.8254960943018141e-68,2.0964761867188349e-102,4.5300383150365336e-122,1.2373506593557232e-197,6.5592342357059752e-48,8.4543080109540177e-62,0.0,0.5,4.3400453736425622e-18,3.0070564662460252e-17,1.3106480044760369e-18,4.0590856543139409e-33,6.0615840022411398e-20,6.0615840021672539e-20,3.6942225344473868e-31
6.718328569490652e-24,0.004023131612903226,0.0,0.0,0.010942917987096762,0.5,4.0104107815482934e-180,3.2727924492443135e-67,3.4609546949370606e-101,1.4974629018608044e-120,7.1493005444035734e-195,2.7383511746377411e-47,7.1063552935139982e-61,0.0,0.49999999999999994,8.9353875337756129e-18,6.1909986069770053e-17,2.698392950381019e-18,1.6945883574151312e-32,1.247973176939815e-19,1.2479731769089695e-19,1.5422651872074694e-30
1.3628609383823893e-23,0.004023131612903226,0.0,0.0,0.01094291798709675,0.5,1.0786435736834021e-177,2.7060080866988162e-66,5.6225023818985595e-100,4.8679746057992876e-119,3.8819830532979698e-192,1.1187058050501455e-46,5.826219417583628e-60,0.0,0.49999999999999989,1.8126071853441799e-17,1.2558882888438647e-16,5.473882842157583e-18,6.9229463706060985e-32,2.5316027303953412e-19,2.5316027302693276e-19,6.300656518413769e-30
2.7449171012490376e-23,0.004023131612903226,0.0,0.0,0.010942917987096725,0.5,2.8293004806696751e-175,2.2004808359613757e-65,9.0639537705025601e-99,1.5699171036117116e-117,2.0461007810629264e-189,4.5219877297789081e-46,4.7182235393926674e-59,0.0,0.49999999999999972,3.6507440490374501e-17,2.529465145136063e-16,1.1024862625577114e-17,2.7983656113880796e-31,5.0988618374028881e-19,5.098861836893523e-19,2.5468261035186847e-29
5.509029426982334e-23,0.004023131612903226,0.0,0.0,0.010942917987096677,0.5,7.3309567805432371e-173,1.7747675122616593e-64,1.45566830072361e-97,5.0431971243252709e-116,1.0628238510512627e-186,1.8182713777974522e-45,3.7976367808260443e-58,0.0,0.49999999999999944,7.3270177754641217e-17,5.0766188577199437e-16,2.2126822191881781e-17,1.125210504679917e-30,1.0233380051803969e-18,1.0233380049755831e-18,1.0240675748327195e-28
1.1037254078448927e-22,0.004023131612903226,0.0,0.0,0.01094291798709658,0.5,1.8880429759699204e-170,1.4255897821129871e-63,2.3334178093452741e-96,1.6169370228948459e-114,5.4809291717694761e-184,7.2920814673430097e-45,3.0473643500461551e-57,0.0,0.49999999999999883,1.4679565224477999e-16,1.0170926282885637e-15,4.4330741322353545e-17,4.5125973864638285e-30,2.0502416482150066e-18,2.0502416473936129e-18,4.1069690001437443e-28
2.209370338138211e-22,0.004023131612903226,0.0,0.0,0.010942917987096384,0.49999999999999994,4.8479161044038808e-168,1.142786663410439e-62,3.7369473150516128e-95,5.1791807749768649e-113,2.816328604858696e-181,2.9206361169349464e-44,2.4415997991862436e-56,0.0,0.49999999999999767,2.9384660107147861e-16,2.0359541133208748e-15,8.8738579574746765e-17,1.8073927128832284e-29,4.1040489349018005e-18,4.1040489316119408e-18,1.6449297834305174e-27
4.420660198724848e-22,0.004023131612903226,0.0,0.0,0.010942917987095993,0.49999999999999983,1.2429283608460203e-165,9.1515617217961789e-62,5.9818987615996632e-94,1.6581350165801785e-111,1.4445490828813865e-178,1.169015586913406e-43,1.954764437179122e-55,0.0,0.49999999999999534,5.8794849811056078e-16,4.0736770833821899e-15,1.7755425604533198e-16,7.2342810528722684e-29,8.2116635107456885e-18,8.2116634975776756e-18,6.5840059421922393e-27
8.843239919898121e-22,0.004023131612903226,0.0,0.0,0.010942917987095211,0.49999999999999967,3.1842813592880732e-163,7.3249585633208934e-61,9.5732644701019289e-93,5.307307525797389e-110,7.4027252186494044e-176,4.6775850641777049e-43,1.564405643562647e-54,0.0,0.49999999999999067,1.1761522897314638e-15,8.1491230234915871e-15,3.5518560884969758e-16,2.8946547298872501e-28,1.6426892672314651e-17,1.6426892619625451e-17,2.634459981554285e-26
1.7688399362244672e-21,0.004023131612903226,0.0,0.0,0.010942917987093646,0.49999999999999933,8.1548138052751935e-161,5.86145090055949e-60,1.5319004331182048e-91,1.6985424858340517e-108,3.7918944307179801e-173,1.8713386142846983e-42,1.2517622043663712e-53,0.0,0.49999999999998135,2.352559863144225e-15,1.6300014903657457e-14,7.10448313911209e-16,1.1580503805464759e-27,3.2857351034977337e-17,3.2857350824186228e-17,1.0539555369042822e-25
