Time (s),Volume (m^3),Ar,Ne,N2,X(1),CH4(2),O2(3),CO2(4),H2O(5),H2(6),CO(7),C2H6(8),CH2O(9),CH3(10),C3H8(11),H(12),C2H5(13),CH3OH(14),HCO(15),CH3CHO(16),OH(17),C2H4(18),CH4X(48),OX(20),HX(19),HOX(22),CH3OO(82),CH3X(21),CH2X(27),CHX(28),CX(26),OCX(25),H2OX(23),H2X(49),C2H4(47),COX(50),CHOX(53)
0.0,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.2192467651223754e-24,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,1.244502984987277e-65,2.88973680225326e-36,3.3851555260048363e-88,1.7247072955563234e-54,1.1201235989994793e-131,5.488978465945501e-20,-6.027477065623657e-106,5.488978465945501e-20,2.4557640944753226e-72,1.6962094204203816e-71,7.491556102205434e-112,8.68644221059192e-113,8.206382781568102e-52,1.1371546155593343e-85,2.9976818271489012e-18,8.875603103045467e-20,3.5532015428605436e-22,8.765302931981546e-38,3.2456416223579106e-37,3.5532015427646755e-22,4.7911565428434866e-33,1.4096135960994571e-40,2.1171133249253566e-44,2.6002602743837486e-75,3.183838898654517e-54,2.059236110059775e-52,1.2819508737423952e-77,1.3193335367319683e-105,-1.2687566921750184e-107
1.7413890942342651e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996532,0.022821567693054285,0.0,2.7841175928806333e-64,1.7454010409079297e-35,3.740702224533287e-86,2.606377666373933e-53,4.0417429344954925e-129,1.5369139704647403e-19,1.1636134105168138e-104,1.5369139704647396e-19,6.9256476720820125e-71,5.333153782445062e-70,1.4976040383997728e-109,1.7364684661526807e-110,9.742617638256609e-51,5.886395628038464e-84,8.393509116016921e-18,2.4851688688527303e-19,9.948964320164933e-22,5.294242970904365e-37,1.9603675399022067e-36,9.948964319585892e-22,2.8938584696187893e-32,1.6734932169531693e-39,2.5134446088341914e-43,1.581869965359498e-73,3.779853540461446e-53,2.444725125700231e-51,7.798732553654131e-76,2.637421659326699e-103,1.2840186316473507e-105
3.9803179296783205e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996531,0.022821567693054285,0.0,5.501136584533778e-63,8.403354806156879e-35,3.3843278981913264e-84,2.8038221577617657e-52,1.4634280931496195e-126,3.51294621820512e-19,1.2286528768707401e-102,3.5129462182051176e-19,1.5064796438190759e-69,1.1897972709855597e-68,2.7112768644441834e-107,3.1437193392880343e-108,9.565359770130537e-50,2.570367924980377e-82,1.9185163693752944e-17,5.680385985949098e-19,2.2740489875395356e-21,2.5489500926014972e-36,9.438325837787233e-36,2.2740489872607523e-21,1.393268199270878e-31,1.643045470171606e-38,2.4677310669283776e-42,7.14136349486623e-72,3.711082620205995e-52,2.4002456589811954e-50,3.5207204635568777e-74,4.774813731362646e-101,2.6889497133395133e-103
8.458175600566431e-23,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999999,0.11866996602996528,0.022821567693054285,0.0,9.789133383047447e-62,3.6699659302394978e-34,2.5613434983867294e-82,2.5771956190102757e-51,4.437418193698885e-124,7.465010713685881e-19,9.711477008606569e-101,7.465010713685868e-19,2.792759369009563e-68,2.2283586109820472e-67,4.108367772984932e-105,4.763643060654264e-106,8.460452392348432e-49,9.569855226510056e-81,4.0768472849224944e-17,1.2070820220141834e-18,4.832354098834279e-21,1.1131934723422942e-35,4.1219648603639894e-35,4.8323540976167595e-21,6.0847675344019575e-31,1.4532549444066936e-37,2.1827090817897855e-41,2.6964781166244703e-70,3.2824105508188696e-51,2.122990163127811e-49,1.3293569067677386e-72,7.235222309117568e-99,4.321349627734588e-101
1.741389094234265e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999998,0.11866996602996524,0.022821567693054285,0.0,1.6510930208421687e-60,1.532138624794712e-33,1.7794736532037574e-80,2.204845111355373e-50,1.2342498200790988e-121,1.53691397046474e-18,6.8831509778312135e-99,1.536913970464735e-18,4.80003980222574e-67,3.848935346330596e-66,5.711924591355859e-103,6.622963533458429e-104,7.111520016133813e-48,3.2976631958934425e-79,8.393509116016867e-17,2.48516886885273e-18,9.9489643224184e-21,4.647363614362351e-35,1.7208391881466636e-34,9.948964317335492e-21,2.5402700515075314e-30,1.2215480649087035e-36,1.8347471177932542e-40,9.355579203790964e-69,2.7590638479012657e-50,1.7845012522539206e-48,4.6121556132641545e-71,1.0059236785625708e-96,6.178452328767011e-99
3.532532162589509e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999997,0.11866996602996516,0.022821567693054285,0.0,2.711935430206054e-59,6.259286961450946e-33,1.186073030202616e-78,1.8230085755922977e-49,3.2921840937701334e-119,3.1177397686570444e-18,4.6320450631992913e-97,3.117739768657023e-18,7.955713953920296e-66,6.395063642000049e-65,7.616693341490006e-101,8.831538553971226e-102,5.830453768949693e-47,1.0948408315798373e-77,1.7026832778205523e-16,5.041342562529821e-18,2.018218477356518e-20,1.8985996761313842e-34,7.030189579459292e-34,2.0182184752799844e-20,1.0377827002496642e-29,1.0014984455498196e-35,1.504316264613094e-39,3.1159610084543636e-67,2.2620472379055385e-49,1.4630421062556182e-47,1.536039688511199e-69,1.3413713822429433e-94,8.352139154375854e-97
7.114818299299997e-22,0.16628943999999996,0.8585084662769803,0.0,0.0,0.45230727679999955,0.11866996602996498,0.02282156769305428,0.0,4.396172394604608e-58,2.5301044773061056e-32,7.746312785973901e-77,1.4824402979109448e-48,8.602598275149874e-117,6.2793913650416534e-18,3.039254191540947e-95,6.279391365041567e-18,1.295381778969425e-64,1.0425567761885644e-63,9.950571625636804e-99,1.1537665100176894e-99,4.721652626463136e-46,3.570420585638506e-76,3.4293480102582457e-16,1.0153689949884001e-17,4.064862569177293e-20,7.674443450276882e-34,2.8417150309806972e-33,4.064862560783607e-20,4.1948795369457983e-29,8.110386603121016e-35,1.2183634455378995e-38,1.0172076720771046e-65,1.8318645004340973e-48,1.18480969622877e-46,5.0138848321399064e-68,1.752389313385293e-92,1.0985326298535944e-94
1.4279390572720972e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999992,0.11866996602996463,0.022821567693054278,0.0,7.079906691425015e-57,1.017344373160725e-31,5.008776866660412e-75,1.1956418053523102e-47,2.2252419384257e-114,1.2602694557810875e-17,1.969391485560211e-93,1.2602694557810522e-17,2.0907514138358004e-63,1.6837319766436612e-62,1.2869113957517394e-96,1.49217082757244e-97,3.800396807701808e-45,1.1548311167770967e-74,6.882677475133484e-16,2.0378384724592344e-17,8.158150759184538e-20,3.085859957431387e-33,1.1426411155622433e-32,8.158150725433865e-20,1.686739343285669e-28,6.527932708966576e-34,9.808527707845944e-38,3.288125229623402e-64,1.4744439179845473e-47,9.536383488941397e-46,1.620398002260732e-66,2.2663720857671015e-90,1.4255180013183294e-92
2.8608535119562925e-21,0.16628943999999996,0.8585084662769803,0.0,0.0,0.4523072767999985,0.11866996602996392,0.022821567693054268,0.0,1.13648234657353e-55,4.080009890123094e-31,3.223083986208297e-73,9.6040451984844e-47,5.727985884111225e-112,2.5249300943349327e-17,1.2682329865885258e-91,2.5249300943347915e-17,3.359781394276025e-62,2.7065499716709477e-61,1.656285098742339e-94,1.9204587934583973e-95,3.0495790966342007e-44,3.724727255010261e-73,1.378933640488336e-15,4.0827774274008945e-17,1.6344727164661983e-19,1.2375678609917328e-32,4.582501931506048e-32,1.6344727029306418e-19,6.764552960812555e-28,5.2382355985480915e-33,7.87406187790937e-37,1.0578528835336372e-62,1.1831483860260379e-46,7.652354058399796e-45,5.210938247314072e-65,2.9168739398431056e-88,1.8377555414545585e-90
